Labeling Type,Dosage Form(s),Route(s) of Administration,Marketing Category,Application Number(s),Trade Name,Generic/Proper Name(s),SPL Effective Date (YYYY/MM/DD),Established Pharmacologic Class(es),Initial U.S. Approval,Company,Marketing Date(s) (YYYY/MM/DD),NDC(s),Active Ingredient UNII(s),Active Ingredient(s),Active Moiety Name(s),Active Moiety UNII(s),FDALabel Link,DailyMed SPL Link,DailyMed PDF Link,SET ID,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,TABLET,ORAL,ANDA,207626,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2024/6/13,HMG-CoA Reductase Inhibitor,2003,NUCARE PHARMACEUTICALS INC,2023/08/01-,68071-3623,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/1aca7a86-940b-c6e1-e063-6294a90a5944/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1aca7a86-940b-c6e1-e063-6294a90a5944,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=1aca7a86-940b-c6e1-e063-6294a90a5944,1aca7a86-940b-c6e1-e063-6294a90a5944,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,079172,Rosuvastatin calcium,ROSUVASTATIN CALCIUM,2024/6/10,HMG-CoA Reductase Inhibitor,2003,A S MEDICATION SOLUTIONS,2016/07/19-,50090-6302,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/f07922e5-a963-4ecf-86db-c1ae12f85224/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f07922e5-a963-4ecf-86db-c1ae12f85224,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=f07922e5-a963-4ecf-86db-c1ae12f85224,f07922e5-a963-4ecf-86db-c1ae12f85224,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,208898,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2024/5/17,HMG-CoA Reductase Inhibitor,2003,BRYANT RANCH PREPACK,2017/11/22-,71335-1017,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d6645266-9626-430e-bf04-b6426525ae0a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d6645266-9626-430e-bf04-b6426525ae0a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d6645266-9626-430e-bf04-b6426525ae0a,d6645266-9626-430e-bf04-b6426525ae0a,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,206465,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2024/4/3,HMG-CoA Reductase Inhibitor,2003,BRYANT RANCH PREPACK,2017/03/21-,71335-2035,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/67da041b-7ad5-4309-86b3-8c30a5f9465e/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=67da041b-7ad5-4309-86b3-8c30a5f9465e,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=67da041b-7ad5-4309-86b3-8c30a5f9465e,67da041b-7ad5-4309-86b3-8c30a5f9465e,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,208898,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2024/3/1,HMG-CoA Reductase Inhibitor,2003,PROFICIENT RX LP,2017/11/22-,82804-090,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3a03022c-ef11-4a68-829f-fae2d31969df/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3a03022c-ef11-4a68-829f-fae2d31969df,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3a03022c-ef11-4a68-829f-fae2d31969df,3a03022c-ef11-4a68-829f-fae2d31969df,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,079172,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2024/1/7,HMG-CoA Reductase Inhibitor,2003,A S MEDICATION SOLUTIONS,2019/06/27-,50090-7005,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/0ffb16d3-e14a-4d4e-9cbe-af9534ec1735/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=0ffb16d3-e14a-4d4e-9cbe-af9534ec1735,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=0ffb16d3-e14a-4d4e-9cbe-af9534ec1735,0ffb16d3-e14a-4d4e-9cbe-af9534ec1735,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,208898,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2023/12/28,HMG-CoA Reductase Inhibitor,2003,A S MEDICATION SOLUTIONS,2017/11/22-,50090-6989,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7ec15f53-a7ec-4be5-9f26-d1078117b18b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7ec15f53-a7ec-4be5-9f26-d1078117b18b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7ec15f53-a7ec-4be5-9f26-d1078117b18b,7ec15f53-a7ec-4be5-9f26-d1078117b18b,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,079172,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2023/12/3,HMG-CoA Reductase Inhibitor,2003,A S MEDICATION SOLUTIONS,2019/06/27-,50090-5746,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4a2abf58-ef55-46f4-a6bc-bc87bb88df78/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4a2abf58-ef55-46f4-a6bc-bc87bb88df78,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4a2abf58-ef55-46f4-a6bc-bc87bb88df78,4a2abf58-ef55-46f4-a6bc-bc87bb88df78,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,207408,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2023/11/17,,2003,A S MEDICATION SOLUTIONS,2018/01/08-,50090-6077,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/28478212-9f56-4d48-b500-b0f1676a9c31/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=28478212-9f56-4d48-b500-b0f1676a9c31,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=28478212-9f56-4d48-b500-b0f1676a9c31,28478212-9f56-4d48-b500-b0f1676a9c31,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,206465,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2023/10/15,,2003,A S MEDICATION SOLUTIONS,2017/03/21-,50090-6734,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/4fb4d5c5-2d55-4965-8b42-c82fc78c501b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=4fb4d5c5-2d55-4965-8b42-c82fc78c501b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=4fb4d5c5-2d55-4965-8b42-c82fc78c501b,4fb4d5c5-2d55-4965-8b42-c82fc78c501b,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,206465,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2023/10/15,,2003,A S MEDICATION SOLUTIONS,2017/03/21-,50090-6735,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/311745e6-406d-45b1-9497-8d5d18e70b47/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=311745e6-406d-45b1-9497-8d5d18e70b47,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=311745e6-406d-45b1-9497-8d5d18e70b47,311745e6-406d-45b1-9497-8d5d18e70b47,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,079170,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2023/9/17,HMG-CoA Reductase Inhibitor,2003,A S MEDICATION SOLUTIONS,2016/07/19-,50090-5676,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/6c061ef9-1dcd-4efd-b0ce-6f3ab91b1bc6/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=6c061ef9-1dcd-4efd-b0ce-6f3ab91b1bc6,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=6c061ef9-1dcd-4efd-b0ce-6f3ab91b1bc6,6c061ef9-1dcd-4efd-b0ce-6f3ab91b1bc6,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,206465,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2023/9/10,HMG-CoA Reductase Inhibitor,2003,A S MEDICATION SOLUTIONS,2017/03/21-,50090-5189,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7b2fc012-bf45-4a27-9e48-67926972918d/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7b2fc012-bf45-4a27-9e48-67926972918d,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7b2fc012-bf45-4a27-9e48-67926972918d,7b2fc012-bf45-4a27-9e48-67926972918d,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,208898,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2023/9/6,HMG-CoA Reductase Inhibitor,2003,A S MEDICATION SOLUTIONS,2017/11/22-,50090-5770,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/3a138e43-f123-47d1-b241-d3bcc7584e51/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=3a138e43-f123-47d1-b241-d3bcc7584e51,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=3a138e43-f123-47d1-b241-d3bcc7584e51,3a138e43-f123-47d1-b241-d3bcc7584e51,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,208898,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2023/9/6,HMG-CoA Reductase Inhibitor,2003,A S MEDICATION SOLUTIONS,2017/11/22-,50090-5771,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/2e998dc7-e2a5-41e4-8758-aff545bb1f14/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=2e998dc7-e2a5-41e4-8758-aff545bb1f14,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=2e998dc7-e2a5-41e4-8758-aff545bb1f14,2e998dc7-e2a5-41e4-8758-aff545bb1f14,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,079170,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2023/8/31,HMG-CoA Reductase Inhibitor,2003,A S MEDICATION SOLUTIONS,2016/07/19-,50090-6637,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/86fde296-d1c5-4fe8-9050-77c074914f63/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=86fde296-d1c5-4fe8-9050-77c074914f63,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=86fde296-d1c5-4fe8-9050-77c074914f63,86fde296-d1c5-4fe8-9050-77c074914f63,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,208898,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2023/8/31,HMG-CoA Reductase Inhibitor,2003,A S MEDICATION SOLUTIONS,2017/11/22-,50090-6611,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/8046d4fa-bd89-49f7-8204-9eb49b648748/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=8046d4fa-bd89-49f7-8204-9eb49b648748,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=8046d4fa-bd89-49f7-8204-9eb49b648748,8046d4fa-bd89-49f7-8204-9eb49b648748,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,208898,Rosuvastatin Calcium,ROSUVASTATIN CALCIUM,2023/8/31,HMG-CoA Reductase Inhibitor,2003,A S MEDICATION SOLUTIONS,2017/11/22-,50090-6612,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/ee4f7a00-b330-47ed-8440-7317b43753cf/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=ee4f7a00-b330-47ed-8440-7317b43753cf,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=ee4f7a00-b330-47ed-8440-7317b43753cf,ee4f7a00-b330-47ed-8440-7317b43753cf,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,206603,rosuvstatin,ROSUVSTATIN,2025/5/21,HMG-CoA Reductase Inhibitor,2003,LIFESTAR PHARMA LLC,2025/08/16-,70756-053; 70756-054; 70756-055; 70756-056,83MVU38M7Q,ROSUVASTATIN CALCIUM,ROSUVASTATIN,413KH5ZJ73,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/a6141eb6-0b38-44f9-9d16-ec7218a51f92/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a6141eb6-0b38-44f9-9d16-ec7218a51f92,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=a6141eb6-0b38-44f9-9d16-ec7218a51f92,a6141eb6-0b38-44f9-9d16-ec7218a51f92,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CREAM,TOPICAL,NDA,215309,OPZELURA,RUXOLITINIB,2025/11/11,Janus Kinase Inhibitor; Kinase Inhibitor,2011,INCYTE CORPORATION,2021/09/21-,50881-007,436LRU32H5,RUXOLITINIB PHOSPHATE,RUXOLITINIB,82S8X8XX8H,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/24da5509-6631-4795-9d42-273faecd08e7/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=24da5509-6631-4795-9d42-273faecd08e7,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=24da5509-6631-4795-9d42-273faecd08e7,24da5509-6631-4795-9d42-273faecd08e7,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS; SUBCUTANEOUS,BLA,103362,Leukine,SARGRAMOSTIM,2024/12/6,Leukocyte Growth Factor,1991,PARTNER THERAPEUTICS INC,2023/09/01-,71837-5843,5TAA004E22,SARGRAMOSTIM,SARGRAMOSTIM,5TAA004E22,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/bb9a3820-f31a-4dd9-bef4-97094c01a398/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=bb9a3820-f31a-4dd9-bef4-97094c01a398,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=bb9a3820-f31a-4dd9-bef4-97094c01a398,bb9a3820-f31a-4dd9-bef4-97094c01a398,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"CAPSULE; TABLET, COATED",ORAL,NDA,213246;218160,RETEVMO,SELPERCATINIB,2025/11/20,Kinase Inhibitor,2020,ELI LILLY AND COMPANY,2020/05/08-; 2024/04/10-,0002-2980; 0002-3977; 0002-5340; 0002-5562; 0002-6082; 0002-6120,CEGM9YBNGD,selpercatinib,selpercatinib,CEGM9YBNGD,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/7fa848ba-a59c-4144-9f52-64d090f4d828/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=7fa848ba-a59c-4144-9f52-64d090f4d828,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=7fa848ba-a59c-4144-9f52-64d090f4d828,7fa848ba-a59c-4144-9f52-64d090f4d828,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,219972,HYRNUO,SEVABERTINIB,2026/3/4,,2025,BAYER HEALTHCARE PHARMACEUTICALS INC,2025/11/19-,50419-397,2A7VPM5RWH,SEVABERTINIB,SEVABERTINIB,2A7VPM5RWH,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/d7a11334-6e7a-445b-9a16-bdcd9acbe61f/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d7a11334-6e7a-445b-9a16-bdcd9acbe61f,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=d7a11334-6e7a-445b-9a16-bdcd9acbe61f,d7a11334-6e7a-445b-9a16-bdcd9acbe61f,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,207012,Sorafenib Tosylate,SORAFENIB,2026/3/18,Kinase Inhibitor,2005,MYLAN PHARMACEUTICALS INC,2022/06/01-,0378-1201,5T62Q3B36J,SORAFENIB TOSYLATE,SORAFENIB,9ZOQ3TZI87,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b7919013-1511-44f0-a759-3fa78a9fa178/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b7919013-1511-44f0-a759-3fa78a9fa178,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b7919013-1511-44f0-a759-3fa78a9fa178,b7919013-1511-44f0-a759-3fa78a9fa178,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,217095,Sorafenib,SORAFENIB,2026/2/11,Kinase Inhibitor,2005,TORRENT PHARMACEUTICALS LIMITED,2023/04/12-,13668-682,9ZOQ3TZI87,SORAFENIB,SORAFENIB,9ZOQ3TZI87,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b5305e23-7bc6-44d8-b177-930c47d1653a/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b5305e23-7bc6-44d8-b177-930c47d1653a,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b5305e23-7bc6-44d8-b177-930c47d1653a,b5305e23-7bc6-44d8-b177-930c47d1653a,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,209050,sorafenib,SORAFENIB,2026/1/15,Kinase Inhibitor,2005,GOLDEN STATE MEDICAL SUPPLY INC,2022/11/09-,51407-760,9ZOQ3TZI87,SORAFENIB,SORAFENIB,9ZOQ3TZI87,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/faa9d847-2cd5-6538-e053-6394a90aa92b/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=faa9d847-2cd5-6538-e053-6394a90aa92b,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=faa9d847-2cd5-6538-e053-6394a90aa92b,faa9d847-2cd5-6538-e053-6394a90aa92b,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,209050,sorafenib,SORAFENIB,2025/12/22,Kinase Inhibitor,2005,UPSHER SMITH LABORATORIES LLC,2022/12/01-,24979-715,9ZOQ3TZI87,SORAFENIB,SORAFENIB,9ZOQ3TZI87,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/68aa4b7f-3f13-4e73-b572-aa6c11a8429c/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=68aa4b7f-3f13-4e73-b572-aa6c11a8429c,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=68aa4b7f-3f13-4e73-b572-aa6c11a8429c,68aa4b7f-3f13-4e73-b572-aa6c11a8429c,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,209050,sorafenib,SORAFENIB,2025/12/22,Kinase Inhibitor,2005,YABAO PHARMACEUTICAL CO LTD BEIJING,2022/12/01-,51990-201,9ZOQ3TZI87,SORAFENIB,SORAFENIB,9ZOQ3TZI87,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/06f442d6-071e-4081-b7f7-40f3b803ab3f/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=06f442d6-071e-4081-b7f7-40f3b803ab3f,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=06f442d6-071e-4081-b7f7-40f3b803ab3f,06f442d6-071e-4081-b7f7-40f3b803ab3f,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,NDA,021923,Nexavar,SORAFENIB,2023/8/28,Kinase Inhibitor,2005,BAYER HEALTHCARE PHARMACEUTICALS INC,2005/12/20-; 2023/10/02-,50419-488; 50419-489,9ZOQ3TZI87,SORAFENIB,SORAFENIB,9ZOQ3TZI87,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/b50667e4-5ebc-4968-a646-d605058dbef0/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=b50667e4-5ebc-4968-a646-d605058dbef0,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=b50667e4-5ebc-4968-a646-d605058dbef0,b50667e4-5ebc-4968-a646-d605058dbef0,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,216073,sorafenib,SORAFENIB,2022/11/18,Kinase Inhibitor,2005,DR REDDYS LABORATORIES INC,2022/06/08-,43598-458,5T62Q3B36J,Sorafenib Tosylate,Sorafenib,9ZOQ3TZI87,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/93f9c3b2-d4c5-80d3-5421-8b4c29fbf8a6/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=93f9c3b2-d4c5-80d3-5421-8b4c29fbf8a6,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=93f9c3b2-d4c5-80d3-5421-8b4c29fbf8a6,93f9c3b2-d4c5-80d3-5421-8b4c29fbf8a6,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, FILM COATED",ORAL,ANDA,209567,Sorafenib,SORAFENIB,2022/7/1,Kinase Inhibitor,2005,TEVA PHARMACEUTICALS INC,2023/01/03-,0480-5425,5T62Q3B36J,SORAFENIB TOSYLATE,SORAFENIB,9ZOQ3TZI87,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/dae598f7-823f-405c-ae31-f924594187b9/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=dae598f7-823f-405c-ae31-f924594187b9,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=dae598f7-823f-405c-ae31-f924594187b9,dae598f7-823f-405c-ae31-f924594187b9,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,"TABLET, COATED",ORAL,NDA,214665,LUMAKRAS,SOTORASIB,2025/1/22,,2021,AMGEN INC,2021/05/28-; 2023/02/02-; 2024/06/27-,55513-488; 55513-504; 55513-512,2B2VM6UC8G,SOTORASIB,SOTORASIB,2B2VM6UC8G,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/c80a362c-7ac3-4894-a076-0691e68ef8c1/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c80a362c-7ac3-4894-a076-0691e68ef8c1,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=c80a362c-7ac3-4894-a076-0691e68ef8c1,c80a362c-7ac3-4894-a076-0691e68ef8c1,,,,,,,,,,,,,,,,,,,
HUMAN PRESCRIPTION DRUG LABEL,CAPSULE,ORAL,NDA,021938,SUTENT,SUNITINIB MALATE,2026/2/20,Kinase Inhibitor,2006,PFIZER LABORATORIES DIV PFIZER INC,2006/01/26-; 2014/07/12-,0069-0550; 0069-0770; 0069-0830; 0069-0980,LVX8N1UT73,SUNITINIB MALATE,SUNITINIB,V99T50803M,https://nctr-crs.fda.gov/fdalabel/services/spl/set-ids/43a4d7f8-48ae-4a63-9108-2fa8e3ea9d9c/spl-doc,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=43a4d7f8-48ae-4a63-9108-2fa8e3ea9d9c,https://dailymed.nlm.nih.gov/dailymed/downloadpdffile.cfm?setId=43a4d7f8-48ae-4a63-9108-2fa8e3ea9d9c,43a4d7f8-48ae-4a63-9108-2fa8e3ea9d9c,,,,,,,,,,,,,,,,,,,
